position_id,entry_time,close_time,split,learning_eligible,trade_role,campaign_id,candidate_id,symbol,direction,setup,grade,regime,session,entry_hour,signature,entry_price,lots,original_structural_sl,original_one_r_distance,risk_usd,spread_points,spread_atr,news_phase,bias_direction,bos_direction,thesis_location,thesis_exhaustion,thesis_timing,thesis_htf,thesis_structure,thesis_pressure,thesis_action,exit_price,final_pnl_usd,peak_profit_usd,worst_floating_usd,peak_r,realized_r,outcome,exit_reason,result_class,ea_version,build_hash,collection_run_id,data_status
2,2026-04-22 13:12:33,2026-04-22 16:01:52,TRAIN_60D,Y,CORE,1,CORE|BAR=1776862800|GEN=75,XAUUSD,SELL,TREND_PULLBACK,A+,1,NY,13,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=A+|SESSION=NY|BIAS=ALIGNED|BOS=ALIGNED|LOC=LOCATION_EXTREME|EXH=EXHAUSTION_MODERATE|TIM=TIMING_WAIT_PULLBACK|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_SUPPORTS|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4748.50000,0.56,4766.20000,17.69606,990.98,7.0,0.01369,ANP_NONE,-1,-1,LOCATION_EXTREME,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,STRUCTURE_SUPPORTS,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4743.31000,290.64,356.72,-701.12,0.359966901451,0.293285434620,WEAK_RECOVERY_WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=356.72 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
4,2026-04-23 01:52:31,2026-04-23 02:12:20,TRAIN_60D,Y,CORE,2,CORE|BAR=1776908400|GEN=139,XAUUSD,SELL,TREND_PULLBACK,A+,1,ASIA,1,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=A+|SESSION=ASIA|BIAS=ALIGNED|BOS=ALIGNED|LOC=LOCATION_GOOD|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_SUPPORTS|PRESS=SELL_PRESSURE_STRONG|ACTION=ALLOW_CORE,4730.70000,0.53,4749.79000,19.08750,1011.64,25.0,0.04184,ANP_NONE,-1,-1,LOCATION_GOOD,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_SUPPORTS,SELL_PRESSURE_STRONG,ALLOW_CORE,4727.76000,155.82,367.82,-49.82,0.363587837571,0.154027124273,WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=367.82 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
6,2026-04-23 02:32:33,2026-04-23 03:00:33,TRAIN_60D,Y,CORE,3,CORE|BAR=1776910800|GEN=143,XAUUSD,SELL,TREND_PULLBACK,A+,1,ASIA,2,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=A+|SESSION=ASIA|BIAS=ALIGNED|BOS=ALIGNED|LOC=LOCATION_GOOD|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_STRONGLY_SUPPORTS|PRESS=SELL_PRESSURE_STRONG|ACTION=ALLOW_CORE,4726.53000,1.43,4733.80000,7.27226,1039.94,27.0,0.05623,ANP_NONE,-1,-1,LOCATION_GOOD,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_STRONGLY_SUPPORTS,SELL_PRESSURE_STRONG,ALLOW_CORE,4726.34000,27.17,353.21,-417.56,0.339644594880,0.026126507298,WEAK_RECOVERY_WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=353.21 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
8,2026-04-23 08:12:33,2026-04-23 08:30:45,TRAIN_60D,Y,CORE,4,CORE|BAR=1776931200|GEN=177,XAUUSD,BUY,TREND_PULLBACK,A,1,LDN,8,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4710.35000,0.69,4695.34000,15.01131,1035.78,17.0,0.03002,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4695.26000,-1041.21,-0.69,-1033.62,-0.000666164630,-1.005242425998,LOSS,BROKER_SL | bestFloating=-0.69 shieldArmed=N,LOSS,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
10,2026-04-23 08:52:33,2026-04-23 10:04:58,TRAIN_60D,Y,CORE,5,CORE|BAR=1776933600|GEN=181,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,A,1,LDN,8,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_STRONG|ACTION=OPPOSITE_DISCOVERY,4713.09000,0.36,4687.48000,25.61156,922.02,17.0,0.02990,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_STRONG,OPPOSITE_DISCOVERY,4713.24000,5.40,291.24,-194.04,0.315871673066,0.005856705928,WEAK_RECOVERY_WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=291.24 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
12,2026-04-23 11:02:33,2026-04-23 12:03:56,TRAIN_60D,Y,CORE,6,CORE|BAR=1776941400|GEN=194,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,B,1,LDN,11,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_STRONG|ACTION=OPPOSITE_DISCOVERY,4720.96000,0.41,4698.02000,22.93804,940.46,17.0,0.02227,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_STRONG,OPPOSITE_DISCOVERY,4697.70000,-953.66,90.20,-934.39,0.095910511877,-1.014035684665,LOSS,BROKER_SL | bestFloating=90.20 shieldArmed=N,LOSS,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
14,2026-04-23 19:12:30,2026-04-23 20:20:52,TRAIN_60D,Y,CORE,7,CORE|BAR=1776970800|GEN=243,XAUUSD,SELL,TREND_PULLBACK,A+,1,LATE,19,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=A+|SESSION=LATE|BIAS=ALIGNED|BOS=ALIGNED|LOC=LOCATION_GOOD|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_SUPPORTS|PRESS=SELL_PRESSURE_MODERATE|ACTION=ALLOW_CORE,4722.30000,0.35,4746.33000,24.02944,841.03,4.0,0.00418,ANP_NONE,-1,-1,LOCATION_GOOD,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_SUPPORTS,SELL_PRESSURE_MODERATE,ALLOW_CORE,4710.47000,414.05,616.00,-525.70,0.732435228232,0.492312997158,WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4746.33 | spread=17 avgSpread=15.4 | trade=TREND_PULLBACK [A+] | EA_MARKET_CLOSE | bestFloating=616.00 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
16,2026-04-24 10:12:33,2026-04-24 10:50:00,TRAIN_60D,Y,CORE,8,CORE|BAR=1777024800|GEN=321,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,A,1,LDN,10,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_RECLAIM|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4680.20000,0.51,4662.88000,17.32269,883.46,17.0,0.02561,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_RECLAIM,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4691.03000,552.33,599.25,-96.90,0.678298960904,0.625189595454,WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=599.25 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
18,2026-04-27 11:42:33,2026-04-27 12:21:24,TRAIN_60D,Y,CORE,9,CORE|BAR=1777289400|GEN=444,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,B,0,LDN,11,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4707.98000,0.71,4721.28000,13.29831,944.18,14.0,0.03173,ANP_NONE,1,1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4705.20000,197.38,379.85,-494.16,0.402306763541,0.209049121989,WEAK_RECOVERY_WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4721.28 | spread=17 avgSpread=13.7 | trade=M10_ORIGINATED_CANDIDATE [B] | EA_MARKET_CLOSE | bestFloating=379.85 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
20,2026-04-27 21:02:33,2026-04-28 01:16:09,TRAIN_60D,Y,CORE,10,CORE|BAR=1777323000|GEN=500,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,A,1,LATE,21,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LATE|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4681.73000,0.55,4664.50000,17.22900,947.60,17.0,0.03119,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4688.52000,366.52,514.47,-278.30,0.542918953145,0.386787674124,WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=514.47 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
22,2026-04-28 20:22:33,2026-04-28 20:34:45,TRAIN_60D,Y,CORE,11,CORE|BAR=1777407000|GEN=628,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,A,1,LATE,20,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LATE|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_STRONG|ACTION=OPPOSITE_DISCOVERY,4589.76000,0.81,4577.41000,12.35421,1000.69,17.0,0.02372,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_STRONG,OPPOSITE_DISCOVERY,4595.84000,492.48,599.40,-33.21,0.598986699178,0.492140423108,WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4577.41 | spread=4 avgSpread=4.9 | trade=M10_ORIGINATED_CANDIDATE [A] | EA_MARKET_CLOSE | bestFloating=599.40 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
24,2026-04-30 09:12:30,2026-04-30 09:31:35,TRAIN_60D,Y,CORE,12,CORE|BAR=1777539600|GEN=825,XAUUSD,BUY,TREND_PULLBACK,B,1,LDN,9,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_ACCEPTABLE|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_MODERATE|ACTION=ALLOW_CORE,4564.47000,0.37,4536.23000,28.23801,1044.81,17.0,0.02472,ANP_NONE,-1,-1,LOCATION_ACCEPTABLE,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_MODERATE,ALLOW_CORE,4573.99000,352.24,344.84,-29.60,0.330050439793,0.337133067256,WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=4556.82 | spread=17 avgSpread=14.2 | trade=TREND_PULLBACK [B] | EA_MARKET_CLOSE | EA_MARKET_CLOSE | bestFloating=344.84 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
25,2026-04-30 09:30:34,2026-04-30 09:31:35,TRAIN_60D,Y,PYRAMID,12,CAMP-12|BUY|ADD1|BAR1777540800,XAUUSD,BUY,PYRAMID_TWO_GATE,PYRAMID,1,LDN,9,TB2|ROLE=PYRAMID|DIR=BUY|REGIME=TREND_DN|SESSION=LDN|ADD=1|TIM=TIMING_READY|MOVE=MOVE_065_109|EXH=EXH_MODERATE|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_STRONG,4571.48000,0.71,4556.82000,14.66426,1041.17,17.0,0.02428,ANP_NONE,0,-1,LOCATION_ACCEPTABLE,EXH_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_STRONG,PYRAMID_TIMING_PLUS_EXHAUSTION_APPROVED,4573.99000,178.21,164.01,-29.82,0.157524707781,0.171163210619,WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=4556.82 | spread=17 avgSpread=14.2 | trade=TREND_PULLBACK [B] | EA_MARKET_CLOSE | bestFloating=164.01 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
28,2026-04-30 09:42:33,2026-04-30 09:54:47,TRAIN_60D,Y,CORE,13,CORE|BAR=1777541400|GEN=828,XAUUSD,BUY,TREND_PULLBACK,B,1,LDN,9,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_ACCEPTABLE|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_STRONG|ACTION=ALLOW_CORE,4575.15000,0.57,4556.03000,19.11763,1089.70,17.0,0.02337,ANP_NONE,-1,-1,LOCATION_ACCEPTABLE,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_STRONG,ALLOW_CORE,4583.86000,496.47,491.34,-75.24,0.450894741672,0.455602459392,WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=4554.57 | spread=16 avgSpread=15.2 | trade=TREND_PULLBACK [B] | EA_MARKET_CLOSE | EA_MARKET_CLOSE | bestFloating=491.34 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
29,2026-04-30 09:52:57,2026-04-30 09:54:47,TRAIN_60D,Y,PYRAMID,13,CAMP-13|BUY|ADD1|BAR1777542000,XAUUSD,BUY,PYRAMID_TWO_GATE,PYRAMID,1,LDN,9,TB2|ROLE=PYRAMID|DIR=BUY|REGIME=TREND_DN|SESSION=LDN|ADD=1|TIM=TIMING_READY|MOVE=MOVE_065_109|EXH=EXH_MODERATE|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_STRONG,4582.47000,0.39,4554.57000,27.89919,1088.07,16.0,0.02203,ANP_NONE,0,-1,LOCATION_GOOD,EXH_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_STRONG,PYRAMID_TIMING_PLUS_EXHAUSTION_APPROVED,4583.86000,54.21,50.70,-82.68,0.046596266784,0.049822162177,WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=4554.57 | spread=16 avgSpread=15.2 | trade=TREND_PULLBACK [B] | EA_MARKET_CLOSE | bestFloating=50.70 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
32,2026-04-30 16:42:33,2026-04-30 17:11:00,TRAIN_60D,Y,CORE,14,CORE|BAR=1777566600|GEN=870,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,B,0,NY,16,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=NY|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4621.85000,0.37,4652.68000,30.82646,1140.58,17.0,0.01772,ANP_NONE,1,1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4617.53000,159.84,453.62,-152.81,0.397709937050,0.140139227411,WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=453.62 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
34,2026-05-01 04:02:33,2026-05-01 05:11:13,TRAIN_60D,Y,CORE,15,CORE|BAR=1777607400|GEN=926,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,B,0,ASIA,4,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=ASIA|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_MODERATE|TIM=TIMING_WAIT_PULLBACK|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4617.24000,0.82,4631.49000,14.24696,1168.25,20.0,0.04332,ANP_NONE,1,1,LOCATION_RESET_PENDING,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4631.56000,-1174.24,262.40,-1167.68,0.224609458592,-1.005127327199,APLUS_GIVEBACK_LOSS,BROKER_SL | bestFloating=262.40 shieldArmed=N,LOSS,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
36,2026-05-01 09:42:30,2026-05-01 10:51:56,TRAIN_60D,Y,CORE,16,CORE|BAR=1777627800|GEN=960,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,A,0,LDN,9,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=ALIGNED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_HIGH|TIM=TIMING_WAIT_PULLBACK|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_SUPPORTS|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4592.31000,0.35,4622.01000,29.69910,1039.47,17.0,0.02934,ANP_NONE,1,-1,LOCATION_RESET_PENDING,EXHAUSTION_HIGH,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,STRUCTURE_SUPPORTS,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4581.40000,381.85,380.80,-207.55,0.366340538928,0.367350669091,WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=4623.23 | spread=17 avgSpread=17.7 | trade=M10_ORIGINATED_CANDIDATE [A] | EA_MARKET_CLOSE | EA_MARKET_CLOSE | bestFloating=380.80 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
37,2026-05-01 10:22:50,2026-05-01 10:51:56,TRAIN_60D,Y,PYRAMID,16,CAMP-16|SELL|ADD1|BAR1777630200,XAUUSD,SELL,PYRAMID_TWO_GATE,PYRAMID,0,FIX,10,TB2|ROLE=PYRAMID|DIR=SELL|REGIME=TREND_UP|SESSION=FIX|ADD=1|TIM=TIMING_READY|MOVE=MOVE_065_109|EXH=EXH_HIGH|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_STRONGLY_SUPPORTS|PRESS=SELL_PRESSURE_MODERATE,4586.33000,0.28,4623.23000,36.89580,1033.08,17.0,0.02876,ANP_NONE,0,-1,LOCATION_GOOD,EXH_HIGH,TIMING_READY,HTF_NEUTRAL,STRUCTURE_STRONGLY_SUPPORTS,SELL_PRESSURE_MODERATE,PYRAMID_TIMING_PLUS_EXHAUSTION_APPROVED,4581.40000,138.04,137.20,-197.68,0.132806752623,0.133619855190,WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=4623.23 | spread=17 avgSpread=17.7 | trade=M10_ORIGINATED_CANDIDATE [A] | EA_MARKET_CLOSE | bestFloating=137.20 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
40,2026-05-01 11:12:33,2026-05-01 11:42:32,TRAIN_60D,Y,CORE,17,CORE|BAR=1777633200|GEN=969,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,B,0,LDN,11,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=ALIGNED|LOC=LOCATION_GOOD|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_SUPPORTS|PRESS=SELL_PRESSURE_STRONG|ACTION=ALLOW_CORE,4576.71000,0.41,4603.59000,26.87811,1102.00,17.0,0.02456,ANP_NONE,1,-1,LOCATION_GOOD,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_SUPPORTS,SELL_PRESSURE_STRONG,ALLOW_CORE,4570.59000,250.92,427.63,-18.04,0.388049001815,0.227695099819,WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=427.63 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
